,lyricid,lyricinfo,length
84,"Pandas(Index=84, LYRICS="", i see an angel, walking beside me, asking me if i would like to come home, would like to come home, would like to come home, would like to come home, would like to come home, have you ever heard the sound of 100 choppas, bussin at you from every angle, make your body freeze like a statue, hack you, and then kurt angle, slam you like pissed off police, that's what happens when you put idk on the beat, this is a brief warning, bitch don't push me, if there's a fight i start, you a 12th round rookie, i'm the kid who faked bomb threats to play hookie, you the type that's born hermaphrodite and keep the pussy, pussy, i'll fuck up your whole life, soon as you find out that i'm fucking your whore wife, i walk inside the room, tell your daughter to hold tight, and if the hole tight, i still give her the whole pipe, that was my other side talking, he sort of lost it, because the side that he's trying to follow's inclosed by caution tape, he's dead, he's dead, i have no head, my frontal lobe is hanging from a noose of thread, i see an angel, walking beside me, asking me if i would like to come home, would like to come home, would like to come home, would like to come home, would like to come home, i hate positive beings that try to make thing seem, like everything's okay, when the reality stings, like 40 rounds from a k, shut up your face before i cut off your head and use your brains as a display, i like eating ice cream, the thought of, excites me, the thought of killing innocent tourists and leaving their bodies in a forest to rigamortis right before i sightsee, makes me content, its the way that i vent, one time i torched my landlord for asking for rent, i had a bad day, he came at the wrong time, approximately a minute after satan called my landline, i see an angel, walking beside me, asking me if i would like to come home, would like to come home, would like to come home, would like to come home, would like to come home, dear insanity, who's the man in the vanity, ego big as a manatee, manically eating anchovies, in the midst of calamity niggas panicking, he's as cool as the pillow he suffocated your family with, he's frantically trying to better humanity, he loves fuckin so fuck it he's profanity, and no scantily clad women, he had been in, still suppressing memories from when they dads went in, and he's gross like flatulence, if niggas think they gassed up let the match commence, until he opens up the hatch, get the rachet, and like a pool shark, he's walking out without a scratch - he wins, he's been insane, his personalities clash, he feels like he martin pain, he looking in the mirror, i think he's looking at me, apparently he makes his appearances in a beat, sincerely, ryan lee, reverse the fucking coupe, then i shoot at you through the sunroof, i cut back on my drinking, one line of coke and just one brew, show you the art of war with a oyster knife, this ain't sun tzu, tell ya momma to come through, we can kick it like kung-fu, come on bitch you tripping, really i promise i'm not that deranged, these rappers are lames, okay i'm reloaded, this gensu, will make you drop out of your brain, fuck ya maybach, bitch i got a propeller plane, on top of my honda accord, i hover through earth, i have one hell of a day, the kick on this ak is crazy, bbbbrrrrraaaaaaattt, damn, one hell of a spray, i'm tony montana and hellen leshae, put 2 in ya face, put you in a grave, a bad mix of narcotics has got my bitch pukin', i like white sluts that suck dick for fig newton, my music influencing heroin usage, and if you dumb enough to do it fucker you're stupid, its like the mind of leatherface meets george lucas, kidnap ke$ha then i beat it till the whore stupid, i'm the type to tell a bitch to suck my dick inside a church, and if she ask me why, i lie, and say its in a bible verse, i'm the worst, i think i'll probably carjack a hearse, run up to a senior citizen and jack her fucking purse, pursuing a rap career wasn't in my plans, ho, plans, ho, i would have been just fine, running round trying to slash thoughts asshole, i think i need a shot just to kill the pain, fuck a shot i need an automatic block to my brain, bitch i'm a drinker and driver, conniving thief and a liar, aspiring pervert conspiring a way to spy on mariah, when she comes out her attire, i'll beat my dick till its tired, and when she turn around i'll jump up off the tree that i'm hiding in, after that never rap again, that's the reason i came in this rap career, to get a physical look of mariah's rear, messiah is here, you tired of fear?, drink a bottle of tylenol till you start to feel, ahhhh, tired, you hear?, bye"")","bitch, kurt, whore",1
85,"Pandas(Index=85, LYRICS=""my paycheck juhhh got a lil bit longer, i might, what da hell you mean that the loud not stronger, i can't, i got a new bitch and the kitty real right, i think i might, i'll take you where you wanna, if i don't, stack stack stack stack stack stack stack then, stack stack stack stack stack stack stack then, stack stack stack stack stack stack stack then, i'll take you where you wanna, if i don't, don't let a nigga pull up in that black thang, cause ima be stuntin' like my daddy, shoulda never let a nigga in the rap game, you might just catch me at the grammys, with yo bitch that's yo bitch, i, she disappeared hocus pocus, like, and if you got a problem hold this, i can have every hoe in this whole shit, oh shit, i come through with the come through, i come first but she come too, i love head but i love bread, so she don't ever get a crumb, ooooooh, and if you hating hear's a fuck yoouuu, middle finger too yo ass, with the tint on the glass, roll it up like you can't see shit, just peeled off in a black whip, daddy!, my paycheck juhhh got a lil bit longer, i might, what da hell you mean that the loud not stronger, i can't, i got a new bitch and the kitty real right, i think i might, i'll take you where you wanna, if i don't, stack stack stack stack stack stack stack then, stack stack stack stack stack stack stack then, stack stack stack stack stack stack stack then, i'll take you where you wanna, if i don't, louis v case, with some louis v gloves, and an audemar watch, with a jacket up above, on that jacket is heart, but it don't stand for love, comme des garcons, what it really is, what it was, was a nigga with money that me, all my diamonds make you stevie wonder make you can't see, all my diamonds make you stevie wonder make you can't see, all my diamonds make you stevie wonder make you can't see, mmhm, visvim shoes, cause a nigga real fly, got a bad down to earth, yellow bone by my side, with the money in her eyes, and the thick thick thighs, and you know she down to ride, cause you know that all my diamonds make you stevie wonder make you can't see, all my diamonds make you stevie wonder make you can't see, all my diamonds make you stevie wonder make you can't see, all my diamonds make you stevie wonder make you can't see, daddy!, my paycheck juhhh got a lil bit longer, i might, what da hell you mean that the loud not stronger, i can't, i got a new bitch and the kitty real right, i think i might, i'll take you where you wanna, if i don't, stack stack stack stack stack stack stack then, stack stack stack stack stack stack stack then, stack stack stack stack stack stack stack then, i'll take you where you wanna, if i don't, my money low my bills is high, to tell the truth my life's a lie, my tank on e my bill is high, to tell the truth my life's a lie,"")","rap, lil, nigga",1
86,"Pandas(Index=86, LYRICS="", you're real freaked out, and you be talking so dirty with your freak mouth, i whip it out, she open up, girl what it be 'bout, you keep on slurp slurp like you do, i'ma put my knees down, after that i'ma eat out, better yet where the groceries at say what, better know that i'm gross in fact, better know i'm a hoe, when i hold your hands behind your head as i blow your back, say who, better yet where your homies at, better yet where my homies at, we can do what we do in the back of the room when we get to the. send me a naked picture, i wanna see that pretty ass and you titties pretty too, snap that pussy with the flash, send me a naked picture, and i'll be running to your house, i'll be already hard, nothing left to do but pound, send me a naked picture, picture picture, picture picture, snap chat fuck that, make it last, send me a naked picture, i eat that booty nothing less than an hour, what it taste like?, nothing if its fresh out the shower, you can call me the arouser, make it wetter than it rain on eddy bauer, got me harder than mario beating bowser, every time your feeling on my stick through the trousers, like a pimp, smacking on your ass with the powder, if she bout to cum when i fuck to the uhhh, every time i wear them grey sweat pants, she be like damn, i be like yeah okay, you're looking at my crotch in a trance, it's getting intense, i think its time to dance touche, put that dick inside that box, i make it cream you call me poppy, porno star like pinky rocky, i make you cum and now you want me more and more, but i'm the opposite i want you less and less, i want you more for sex, cause more or less than relation ship, less stress, but i beat that pussy like its mine, i tell her only one more time, but that turns to ten more times, and bang bang bang like a tech or a nine, send me a naked picture, i wanna see that pretty ass and you titties pretty too, snap that pussy with the flash, send me a naked picture, and i'll be running to your house, i'll be already hard, nothing left to do but pound, send me a naked picture, picture picture, picture picture, snap chat fuck that, make it last, send me a naked picture, pussy pussy, i can be your inspiration, motivation, confidence when they be hating, conversation, confidant, when you in need of a vacation, from the bull shit life be brining, i can be that human being, that you lean on when the world is leaning on you, and you feeling, you can't take it, i can be the one to teach you how to take it, you don't need no magnifying glass to see me when i'm naked, i can be your hidden treasure, you can be my perfect weather, however, my baby we can't be forever, forever ever, said we can't be forever ever, we can't be forever ever, forever ever, we can't be forever ever"")","slurp, dirty, freak",1
87,"Pandas(Index=87, LYRICS="", i think she blocked me, the block usually blue but now the block green, she text me every time she had a few drinks, i text her back but she never reply, i think she blocked me, i know she blocked me, cause every time i call its only one ring, and then a voicemail and then i hang up, i wish i only wanted her for one thing, i wish i knew the difference between a groupie and girl, i wish i didn't think that she was number one in my world, i wish i didn't think that she would be the one for the ring, i wish i didn't wish that she would be the one when it rings, but instead its a bill collector, how funny is that?, funny enough to probably make me cry instead of a laugh, but i'm a guy i don't cry i sigh or maybe a gas, but that's the most that you will ever get from out of my ass, why did she block me? why did she block me?, the block usually blue but now the block green, all i see is blues, its like i'm boxing, and got hit in the eye i'm such a mockery, all of my friends laughing, they like i. told you nigga, i tried to warn you nigga, she dikembe with blocking you exhausted your options, i mean i really don't wanna help you, if we being honest, cause i done told you man, its not you man, she the problem, i'ma break it down like this, shit, hitting cool, but find out what makes 'em smile and sick, what makes 'em laugh, what makes 'em cry, find out what makes 'em tick, cause if you find out they emotions, find out how they live, shit everybody's insecure, that's, we'll both fall down if you move an inch, you move the bit, now she took the a mile and ran with it, and i'll be damned if you chase on that while she scandalous, she got you trippin' out here dryer then los angeles, when opposite december hit, i mean gonna handle this, like damn here we go again, maybe i'm just trippin', but i told you not to mess with shorty from the beginning, my nigga so live with it. i think she blocked me, and that's the shit that makes me turn to stalking, i walk inside of her house wearing a stocking and. mr. mills, this is brian arsinal, giving you a call back. you have a past due balance of $243 dollars and 68 cents. you have been given 2 extensions and you've requested a third one. i'm just gonna go ahead and be honest with you, a third extension is out of the fucking question, okay. $243 funky, fuckin' dollar. i can understand 30, 000, right. nobody just walks around with that much money on 'em but 243 bucks is fuckin' pathetic. here's an idea. why don't you call whoever this diamond bitch is that keeps poppin' up on your call history and ask her to fund you the money until you get your first advance? give me a call back"")","block, blocked, blocking",1
88,"Pandas(Index=88, LYRICS=', i\'m cooling with the motherfucking gang, yuh, i\'m cooling with the motherfucking gang, yuh, i\'m cooling with the motherfucking gang, yuh, i\'m cooling with the motherfucking gang, yuh, drop down low, then pick up, pick up, put your hands in the air, it\'s a stick up, stick up, drop down low, then pick up, pick up, put your hands in the air, it\'s a stick up, stick up, she said she want a hood nigga, aye, she ain\'t fuckin with them good niggas, aye, she sit it on the sink when she snap, she said it make it look bigger, okay i\'m coming off the hit mane with the dick game, back shots, empty clip mane, when i hip bang, and you know i never miss aim from a distance, neck game like a six game, that\'s a sick chain, throw it back, i\'ll catch it but i\'ll never ever snatch it, \'less you want me to, that\'s nasty, i don\'t fuck with hoes that\'s classy, she\'s so flexible, gymnastics, crush that edible then ash it, then i never call when i smash it, she like where you at? ""')","niggas, nigga, gang",1
89,"Pandas(Index=89, LYRICS="", mama, that ain't my girlfriend, that's my bitch, mama, that ain't my girlfriend, that's my bitch, mama, that ain't my girlfriend, that's my bitch, i ain't got no girlfriend, that's my bitch, mama, that ain't my girlfriend, that's my-, if i really said that shit, that'd be the death of me, my mama told me when it comes to them, r-e-s-p-e-c-t"")","mama, bitch, girlfriend",1
90,"Pandas(Index=90, LYRICS="", we need a drink, then maybe that can lead me to your panties girl, what do you think?, i could put the pipe on you, ooh, ooh, i could put the pipe on you, aye, aye, i could put the pipe on you, ooh, ooh, i could put the pipe on you, ooh, aye, i could put the pipe on you, ooh, ooh,], back seat, windows up, that's the way we like to fuck, back seat, windows up, that's the way we like-like-like to, back seat, windows up, that's the way we like to fuck, back seat, windows up, that's the way we like to-like to, you tell me that you hate me then you love me when we, i ain't the best at texting but i text you cause we, you say you want some feelings, all this fucking ain't enough, i tell you that i feel it, frankly that is just a, that pussy do some things to me, that pussy got control from just a fantasy, if thinking i can get it even if i didn't thankfully, love lockdown so she never get a thing from me, i'm telling you, posting pictures ain't the perfect picture cause the likes hot, double tap the kitty, climaxing is the right hot, she just want the physics and emotions at the right time, i say cut the bullshit, bullshit, bullshit, bullshit, girl, we need a drink, then maybe that can lead me to your panties girl, what do you think?, i could put the pipe on you, ooh, ooh, i could put the pipe on you, aye, aye, i could put the pipe on you, ooh, ooh, i could put the pipe on you, ooh, aye, i could put the pipe on you, ooh, ooh,], back seat, windows up, that's the way we like to fuck, back seat, windows up, that's the way we like-like-like to, back seat, windows up, that's the way we like to fuck, back seat, windows up, that's the way we like to-like to"")","pussy, pipe, panties",1
91,"Pandas(Index=91, LYRICS="", uhh, uhh, uhh, nice thighs, a little bit of butt, uhh, those eyes ah make a nigga want you, back shots, a blocka blocka block, uhh, nobody shoot it like i do, you got a friend and another one, i got a friend and a friend too, you got that ass from the motherland, i got the hands that'll grip good, too slow, too fast, just right, like that, this ain't the time or the place to waste time, no time to waste, my hand on you, girl keep it quiet, they tryna listen, you tryna hide it, you wanna get it, i'm gon' provide it, just let me slide it, she said we got so much time for that, we got so much time for that, she said we got so much time for that, we got so much time for that, uhh, go fast and we can go slow, nobody even gotta know, you seem a little concerned, but this don't make you a hoe, you got the right to have a little fun, i finished the round to have another one, we can sweat out the negativity, we see in sync relief, she said we got so much time for that, we got so much time for that, she said we got so much time for that, we got so much time for that, baby i, maybe i just gotta be patient, face it, she ain't really fuckin' with the ain't shits, ain't shit, goin' in my life but the hood shit, hood shit, she 'on't wanna swing on on a hood dick, mm, even if it's good dick, mm, she just wanna get an education on the book shit, word around town is i'm always tryna book shit, maybe she don't wanna be another turned chapter in my page,], last night, i wish i'd seen your number calling, last night, i should've never left my phone on silent, last night, i wish i'd seen your number calling, last night, i should've never left my phone on silent, last night, i wish i'd seen your number calling, last night, i should've never left my phone on silent, last night, i wish i'd seen your number calling, last night, i should've never left my phone on silent, i want you to fuck me on the floor, we can do it on the bed, we can keep it on the low, we can tell the world instead, we can get it, get it, get it, get it, we can get it, get it, get it, get it, i want you to fuck me on the floor, we can do it on the bed, we can keep it on the low, we can tell the world instead, we can get it, get it, get it, get it, we can get it, get it, get it, get it, i want you to fuck me on the floor, we can do it on the bed, we can keep it on the low, we can tell the world instead, we can get it, get it, get it, get it, we can get it, get it, get it, get it, i want you to fuck me on the floor, we can do it on the bed, we can keep it on the low, we can tell the world instead, we can get it, get it, get it, get it, we can get it, get it, get it, get it"")","hoe, nigga, wanna",1
92,"Pandas(Index=92, LYRICS="", this that dirty stinkin nasty ratchet rowdy shit, young nigga with a.38, young nigga with a.38, 17 with the.38, i was 17 with the.38, i was only 17 when i had that 38, i was trying to prove something, show 'em that i didn't play, if a nigga do me wrong, make him see the pearly gates, truth is, i ain't shoot shit, it was just for fake, truth is, i ain't do shit but rob white folk, lure they ass to a place i know, take they money, take they phone, there it goes, sell the shit at my school for the low, stack the money, stack the money, buy shoes, stack the money, stack the money, buy clothes, take the penitentiary wrist, all fold, ed hardy belts with the rhinestone, hit the georgetown i got whores now, polo wasn't ralph it's a horse now, slow down, slow down's what my mama said, she couldn't get that shit through my head, you can't expect me to give respect, when i would fuck bitches on mama bed, young nigga with a.38, young nigga with a.38, 17 with the.38, i was 17 with the.38, sosa baby, i was 17 with a.357, foot heavy, can't speed the limit, all black, ghost rider, i'm creeping in it, gotta be a real nigga, don't be pretending, if i'm in it then you know it got reefer in it, you don't see it nigga? i can re-present it, took a bitch life, and i'll re-invent it, can't leave without peeing in it, pants saggin' but this belt ain't cheap, ayy ayy, got a swiper on me, nothin' ain't free, ayy ayy, would've bought the shit but it ain't me, ayy ayy, yeah, you down nigga but it ain't steep, ayy ayy, in this humvee, me and the pack, throwing shells even if you can't catch it, we gon test him even if he can't pass it, i know you sending what we can't pass, ayy ayy, little woadie run the bus, bust the clit, make it puss, what's in me? it ain't trust, it ain't gang, it ain't fuss, surf the wave now it's brush, you ain't got a nice function, know i'll run it up like she know fredo in the cut, enough gears for some years, leave a bitch with a tear, leave a bitch for a year, leave a bitch in a mirror, send it, you got it, i don't see it as an error, may storm in the club, interfering with the weather, young nigga with a.38, young nigga with a.38, 17 with the.38, i was 17 with the.38"")","nigga, gang, belt",1
93,"Pandas(Index=93, LYRICS=""you have, you have, what you need, on your chair, in front of the mirror, it's all for your mind, your mind, so just lay back and, kiss the one that is there, because i'm never there, not so sure i can be, not so sure you'll let me, how can i be right, when there's nothing you can't be, and nothing that you won't be, you can be, what you feel today doesn't matter, something new is your way, cut your head off float away, how can i be right, when there's nothing you can't be, and nothing that you won't be, paint your lipstick on today, you can wipe away tomorrow, wipe away tomorrow, with your lips on me i will stain, i can't wipe away, i can't lose your stain, nothing left in me, for me to change, i can't wipe away, how can i be right."")","lipstick, lay, lips",1
94,"Pandas(Index=94, LYRICS=""i thought. there was a bond, i sure learned i couldn't have, been more wrong, you're looking out for number one, now you're not the only one, there's no direction, there's no objective, take it slow, i thought. that blood was thick, i sure got a better look standing in it, you sure hit hard, next time i'll be on my guard, there's no direction, there's no objective, take it slow, slow"")","bond, thought, blood",1
95,"Pandas(Index=95, LYRICS=""i swear is what i think you said, and now i know i know what you mean, and where you talk about, is where i want to go now, i wanna be there, so i can know you, so i can know you, i know when you are around, i care only about what i know you can do, because i know i can't, because i know i can't, i know i can't go there, i know what you'd think, i know what they would think, i want to go, down, where i hear my name, i wanna know what they say, what they think about me, about me."")","swear, talk, say",1
96,"Pandas(Index=96, LYRICS=""i found your holes today, your spots made my way, i know what i can't do, so i swear today i'm gonna walk away, i'll walk away, so many times, i have felt but it stood, so strong to brake, i'm through worth what i have here, but it feels so safe, feels like, i've broken what i have, but i can't let it go, i feel it slipping just let it go, i feel it slipping i can't let go, opposites fly in my head, i see it but i can't let it go, and these voices are flying, where do i let them go, feel it, i'll squeeze this day until it bleeds, i'll never let it go, i'll bring us both down, i'll bring us both down, why can't you walk away"")","slipping, felt, walk",1
97,"Pandas(Index=97, LYRICS=""finally one more chance to breathe, one more chance to live, i'm gonna get it back, for you i'll get it back, i would do for you, this time i swear, this time i'll care, this time i'll give, again i have the time for you, i have no time for me, i only care, because you're there, i would do for you, this time i swear, this time i'll care, this time i'll give, times i'll be around, i promise to be the same for you, be the same for you, i was your wants, i would do for you, this time i swear, this time i'll care, this time i'll give"")","time, care, times",1
98,"Pandas(Index=98, LYRICS=""burned up, my throat is ripped open, i can't sing, i can not scream, havin' hard times, fall asleep, remind me, i keep my spirits high, it always could be worse, right destiny, my own life, save me the daylight, bring me home in this bus i call my own, best friends i've ever known, yeah, bad karma collecting from my past, the best time i ever had if my health was not so bad, self made man, made your bed to sleep, you won't listen to nobody, heads thick as hard concrete, save me the daylight, bring me home, the best friends i've ever known in this bus i call my own, self made man all hours of the night, you don't lead a healthy life, again i'll burn tonight, burned up, my throat is ripped open, i can't sing, i can not scream, havin' hard times, fall asleep, when every meal's a punishment i'm on my way home, i'm on my way home, i'm on my way home, i'm on my way home alive, chance favors prepared minds, again i'll burn tonight, self made man, made my bed to sleep, you don't listen to nobody, heads thick as hard concrete"")","burned, burn, karma",1
99,"Pandas(Index=99, LYRICS=""it's in my head, and nothing changes what's been done if i regret not being there, when the time has come, when it's too late, no regrets, no time to change, a selfish choice can take its toll, a sacrifice might make the day, no regrets, it's time to change, could i have done more, it's in my head, i hold my breath, it's not too late and i know that if i had another chance i'd make it up to them, i'd make it count, built up but nothing changes what's been done if i regret not being there, when the time has gone, when it's too late, no regrets, it's time to change, a selfish choice can take its toll, a sacrifice might make the day, no regrets, it's time to change, could i have done more, it's in my head, it's in my head, a selfish choice can take, take its toll, a sacrifice, i'll try, try, instead i hold my breath, it's not, not too late, i hope it's all just in, just in my head, no regrets, it's time to change, a selfish choice can take its toll, a sacrifice, i'll try instead, i hold my breath, it's not too late and hope it's all just in my head"")","regrets, regret, sacrifice",1
100,"Pandas(Index=100, LYRICS=""i'm bored with all the lies you're tellin' me, i'm bored with all this negativity, you try, turn everything around on me, i'm bored, time has passed, i've paid my dues, these wounds have finally healed, but i survived, i've learned my lessons, i'm finally free, i'm bored with all the lies you're tellin' me, i'm bored with all these fights, i can not sleep, you try, i'm always somehow the bad guy, i'm bored, time has passed, i've paid my dues, these wounds have finally healed, but i survived, i've learned my lessons, i'm finally free, i have survived, the rules that you live by, betrayal by false friends, i've paid my dues, i've lived with you for many long wasted years, the rules that you live by, called on by friends, ignorance is bliss, blinded by it, burned once again, the rules that you live by, betrayal by false friends, i've paid my dues, i lived with you for many wasted long years, betrayed by false friends time and time again, you wash your hands, you quit us man, burned once again, you wash your hands, you quit us man, burned once again, i have survived"")","bored, wasted, healed",1
101,"Pandas(Index=101, LYRICS=""a csitari hegyek alatt regen leesett a ho, azt hallottam kisangyalom, veled elesett a lo, kitorted a kezedet, ha' mivel olelsz engemet?, igy hat kedves kisangyalom, nem lehetek a tied, eljen a magyar szabadsag, eljen a haza, eljen a magyar szabadsag, eljen a haza, amodalent van egy erdo, jaj de nagyon messze van, kerekerdo kozepeben ket rozmaring bokor van, egyik hajlik a vallamra, masik a babamera, igy hat kedves kisangyalom tied leszek valaha, eljen a magyar szabadsag, eljen a haza, eljen a magyar szabadsag, eljen a haza, kossuth lajos azt uzente, elfogyott a regimentje, ha meg egyszer azt uzeni, mindnyajunknak el kell menni, eljen a magyar szabadsag!, eljen, a haza!, esik eso karikara, kossuth lajos kalapjara, eljen magyarorszag!, eljen a magyar szabadsag!, eljen a haza!, eljen a magyar szabadsag, eljen a haza, eljen a magyar szabadsag, eljen a haza, because i feel so scared when you're all alone, this plane rides long and i miss my home, i feel so scared when you're all alone, these wheels keep rollin' on and on, ohohoh"")","magyarorszag, magyar, egyszer",1
102,"Pandas(Index=102, LYRICS=""we built this all, from miles away, we sacrificed, to see these days, and from our hearts, we'll have our say, we built this all, our darkest days"")","sacrificed, darkest, built",1
103,"Pandas(Index=103, LYRICS=""to my country, the mounting costs, our freedom's lost, the death of liberty, we live in a kingdom of reigns, the dogs of war rule the day, the hypocrites roam in gangs, the truth is lost, it's wars first casualty, speak the truth, if you've got something to say, to leaf the boys off to war, is to throw them away, depleted rounds kill, ru-238, these troubled times, bringing on our darkest days, is this the death of liberty, is this the price that life has come to mean, all our friends, now enemies, the misery of, bleeding, to my country, the mounting costs, our freedom's lost, the death of liberty, tell the truth, if you've got something to say, no blood for oil, killing fields, halliburton money, wounded troops left to rot, no help from the va, these troubled times, bringing on our darkest days, is this the death of liberty, is this the price that life has come to mean, all our friends, now enemies, the misery of, bleeding, to my country, the mounting costs, our freedom's lost, the death of liberty, speak the truth or throw it away, is this the death of liberty, is this the price that life has come to mean, all our friends, now enemies, the misery of, bleeding, to my country, the mounting costs, our freedom's lost, the death of liberty"")","liberty, freedom, war",1
104,"Pandas(Index=104, LYRICS=""the deformation of this land, that i hold dear, the fornication of our rights, forgotten, fit the mold or at odds be damned, fear is our tradition, rise from the sheep we are, face your destination, or be predetermined, we'll find our own way out, trust the plain and simple minds, so moronic, feel the knife inside our backs, still thrusting, sheltered eyes, see blind, fear is our tradition, rise from the sheep we are, face your destination, or be predetermined, we'll find our own way out, seek the truth, or pay the price, turn off the box, think for yourself, hang from your mind, within your cell, remember what it's like to care, bring about change, fear is out tradition, fear is our tradition, rise from the sheep we are, face your destination, or be predetermined, we'll find our own way out"")","sheep, fornication, fear",1
105,"Pandas(Index=105, LYRICS=""i'm thinking it through, i'm thinking of you, try to remind myself to move, the nightmare unfolds, should have never let her go, alone in this empty room, let it burn, i'm thinking of you, i'm thinking it through, i try to remind myself to move, i wait by the phone, you're never coming home, let it burn, let it bleed, let it go that sunday morning, i don't understand, just give her one more chance, may angels keep her safe tonight, cause i'm doing all i can, let it burn, it was a cold winter's day, and the streets were wet with rain, another drink, one for the ride, he turned the key and started to drive, i wish i never let her go, i wish i could just push rewind, so young and so alive, so young and so alive, let it burn, let it bleed, let it go that sunday morning, i don't understand, just give her one more chance, may angels keep her safe tonight, cause i'm doing all i can, let it burn, let it burn, let it bleed, but this time i pierced my heart beneath my skin, let it burn, let it bleed, what a price, life torn apart from one man's sin, i don't understand, just give us one more chance, i'll see you in my dreams tonight, cause i'm doing all i can, let it burn"")","angels, thinking, dreams",1
106,"Pandas(Index=106, LYRICS=""sold by your own, october revolution, out to the streets, to fight against the tyranny, in 56' we fought the occupation, the young and old, against the communist regime, the sorrow, a so-called liberation, the sorrow, a violent domination, sorrow, the humiliation, fifty years, the death of a nation, poverty for all, but freedom's the exception, the proletariat, now the, red bourgeoisie, the murder, the torture, the terror, the famine, fifty years under the, communist regimes, the sorrow, a so-called liberation, the sorrow, a violent domination, sorrow, the humiliation, fifty years, the death of a nation, the price of freedom, is worth it to me, fighting, a revolution, fighting, for human rights, the cheka, the stazi, the human tragedies, the casualties of the state, fifty years, a tragic philosophy, fifty years, collective suffering, fifty years, we're the casualties, of the state, the sorrow, a so-called liberation, the sorrow, a violent domination, sorrow, the humiliation, fifty years, the death of a nation"")","revolution, liberation, freedom",1
107,"Pandas(Index=107, LYRICS=""success, i'm able to live my life in my way, luck never gives, it lends, if you're willing to pay, i'm broken, but i'll mend, all i have is today, yes, i'm broken, but i'll mend, screaming, god please help save me, tired of running out, i'm praying so much more, i'm thinking about going down, down this broken, empty road, progress, has taken its toll, but i've changed my ways, i've pain all my amends, before it was too late, i'm broken, but i'll mend, all i have is today, screaming god please this time, don't forget about me, tired of running out, i'm praying so much more, i'm thinking about going down, down this lonely road, i'm living from hand to mouth, just like the times before, i'm tired of running around, down this broken, empty road, success, i'm blessed, for all i have today, regrets, obsessed, this time i will obtain, what i've been waiting for, this is my judgement day, tired of running out, i'm praying so much more, i'm thinking about going down, down this lonely road, i'm living from hand to mouth, just like the times before, i'm tired of running around, down this broken, empty road"")","praying, lonely, road",1
108,"Pandas(Index=108, LYRICS=""down and out, in budapest and los angeles, i drank a river to forget, to forget about the coming storm, the curtains are down, the lights are off, and the doors are closed, i think about this life i've known, and i hope this time, i won't let it go, will you catch me when i run, will you stop me when i'm done, when the day is through, all i want to do is slow down, when i call on you, will you help me to slow down, i walk alone through this place, i can't find my way, this house is just an empty space, i never felt it was my home, where've you been, i stole, i lied, i've hurt, i've sinned, my path has led, me here again, there's splinters in my, knees and bones, will you catch me when i run, will you stop me when i'm done, when the day is through, all i want to do is slow down, when i call on you, will you help me to slow down, every time i start to break, you pull me back, and help me stay, you struggle with me, there's splinters in my, knees and bones, i try to find my, way back home, you struggle with me, i try to find my way, will you catch me when i run, will you stop me when i'm done, when the day is through, all i want to do is slow down, when i call on you, will you help me to slow down"")","budapest, path, run",1
109,"Pandas(Index=109, LYRICS=""everything you've said to me, was constant lies, everyday you fail to see, i'm trying to help you, i'm losing grip on you, can't seem to pull this though, you fight, can't win, your time, at hand, where is your belief, can you save yourself, one more time, one more lie, will it ever end, more repetition of your failing ways, more ammunition, come and, put you in your final place, can't stand to see you lose, your saving grace, your fight, can't win, your time, at hand, where is your belief, can you save yourself, one more time, one more lie, make it through another night, you're drowning in these waters, one more time, one more lie, will it ever end, everything you said to me was lies, i'm losing grip on you, can't seem to pull this through, you count your days, you change your ways, you change your ways, you're pushing, it's certain, toward that final curtain, tearing you apart, you're falling, you're failing, alone in all your ailing, here we go again, where is your belief, can you save yourself, one more time, one more lie, make it through another night, you're drowning in these waters, one more time, one more lie, will it ever end"")","fail, fight, failing",1
110,"Pandas(Index=110, LYRICS=""you said you'd make a change, instead you let the days, just pass you by, all this time, wasted time, why did you even try, and if it falls apart, at least i took a chance, are you listening, i'm sorry, you're not the one, but i'm still here, i'm sorry, your day has come, you think of no one else, your talk is cheap, you've got nothing good to say, all your words, empty words, i hear them everyday, and if it falls apart, at least i took a chance, are you listening, i'm sorry, you're not the one, but i'm still here, i'm sorry, your day has come"")","talk, sorry, change",1
111,"Pandas(Index=111, LYRICS=""'cause the writing on the wall, the words that i can't read, three years, is a long, long time, your heart beats close to mine, there's no wrong or right, when it breaks, it breaks so miserably, i'm leaving constantly, you always said, i feel dead"")","dead, wall, leaving",1
