,lyricid,lyricinfo,length
355,"Pandas(Index=355, LYRICS=""aiyyo drama this the first, this the first time you had a nigga from brooklyn, i think with a gangsta grill man, and i-i-i, i just wanna, i-i just wanna say thank you man, for takin brooklyn down bottom y'knahmsayin?, lettin niggaz see what's goin on man, i know niggaz heard a lot about brooklyn, they heard about big, they heard about jay, but brooklyn's still comin nigga, we still comin, there's a lot of niggaz, y'knahmean? brooklyn is one of the, hungriest places in this muh'fuckin planet, we walk around with our ribs touchin nigga, i'm still touchin - e'rywhere i walk"")",brooklyn,1
356,"Pandas(Index=356, LYRICS='], go for some food baby, it\'s loso man, representin brooklyn to the motherfuckin death, fuck \'em all, motherfuck \'em all, {i\'m everywhere!}, fuck \'em all, motherfuck \'em all {it\'s the family}, fuck \'em all, motherfuck \'em all, fuck \'em all, motherfuck \'em all, {we see everything!} fuck \'em all, motherfuck \'em all, {a-m-g} fuck \'em all, motherfuck \'em all {trendsettaz}, {street fam!} fuck \'em all, motherfuck \'em all, fuck \'em all, motherfuck \'em all {whatever, nigga}, you so lame it should be your first name, and i\'m so raw i\'m bolivian cocaine, i\'m the next of kin to loso or kane, i\'m disrespectful i\'m drivin in both lanes, they pushin my buttons to fuck with my campaign, they know jermaine is here to take over the game, now i\'ma hear my chain or the crown vic chain, the shakedown chain, i clean it in champagne, then i take aim and i blocka, blocka, them heavyweight shots from the choppa, choppa, you can google cafe, i\'m a shotta, shotta, and me no play play when i wrap a, rapper, since the bubble l-e-x-u-s, i\'ve been swervin and servin the whole u.s. the remy and the bourbon be burnin my chest, s.f. we the best, middle finger to the rest, i said, fuck \'em all, motherfuck \'em all, cause i shot so much i smell like the fuckin mall, it\'s so many guns ain\'t nowhere to tuck \'em all, and you might dodge one, let me see you duck \'em all, no way, no how, shit i know that, almost as much as i know o.j.\'ll blow trial, i be in the club, rose, no smile, few pretty chicks like okay can we go now?""')",motherfuck,1
357,"Pandas(Index=357, LYRICS=', here on the eastside, we be paper touchin, it all started out in brooklyn, yeah, but the kid kept it movin, uhh, i came along way from hustlin, now it\'s worldwide paper touchin {gangsta grillz""}')",brooklyn,1
358,"Pandas(Index=358, LYRICS=', i heard this nigga be right here man, up in some bitch crib up here man on third floor, {gangsta.""} yeah he come out this building')",gangsta,1
359,"Pandas(Index=359, LYRICS="", ay you niggaz can't be fuckin serious man, i see what's goin on, niggaz stand out like a bum on the street with his hand out man, i'm right here, it's 'loso, street fam, i don't see nobody, nah, i don't see none of you niggaz man, i think i'm goin blind, i don't see nobody, fuckin stevie on y'all niggaz, stop and lean for mine, what!?!, i don't see nobody, my bitch is helen keller man she can't see y'all, i think i'm goin blind, i don't see nobody, the fuck outta here, let's go 'loso, when i'm on my grind, ay y'all, since yay tall, i've been like ray charles, i don't see nobody, they all, lay sprawl, whever they may fall, but that's really they call, watch the name you say y'all, i may call, back, once you see that k y'all, they fall, back, i would rather spray y'all than pay y'all back, a nigga got impaired vision, there isn't, a person who can slow mine, i don't pay them no mind, i just can't see it, baby girl i'm so blind, busy on my dope grind, i don't see no sign, of them gettin close to this, i'm lookin picture perfect, hater you can posted this, i got a phone nigga, cataract, nope, i don't even chatter back, i just got the caddy back, with the d's on that bitch, maybe it's the dark shades, blame these mark jacobs, but if we sleepin on you niggaz, i ain't tryin to wake up, nah!, i don't see nobody, i think i'm goin blind, i don't see nobody, when i'm on my grind, i can't see, no f'real i can't see, i don't see these niggaz like, who gon' stop me? street fam nigga, you got glaucoma or somethin like, y'knahmean? yeah, i done lost sight of you niggaz, when the lazy eye's left i cross right on you niggaz, i need tintin, i'm squintin like the sun is in my eye, but my nigga's on the trigger and the gun is on his thigh, wait for one of them to try, that's when one of them'll die, there's a lot of pussy niggaz but not one of them is i, i, make it possible for you to go bye bye, in the hospital, you can find 'em by i, c-u, no i don't see you, nah she don't see him, no we don't see them, and you know mine roll like they wear a blindfold, she won't let son in, she keep the blinds closed, i remind hoes, we don't do the man starin, it's about us, the rest of y'all are transparent, like my grandparents, i'ma need my glasses, i don't see nobody fly as my conceited asses, we don't see nobody man i swear to god like, i'm really ray charles in this, like if you want to be seen let yourself be seen man, fuckin saga pieces of shit man, niggaz, see niggaz hate you on on the inside, like, love you on the outside, i don't see none of you niggaz man, rollo what it is man i see you out there man, i see that street fam, let's go, like i told y'all niggaz man, we go everywhere, but when we there i don't see nobody man, that's it man"")",niggaz,1
360,"Pandas(Index=360, LYRICS=', street fi-di-di-di-damn!, {gangsta grizzill!""}')",gangsta,1
361,"Pandas(Index=361, LYRICS="", ay sometimes in life you go through things right?, but if you're as strong as i am man, you rebound soon as the ball come off the rim, that's what we do over here, the street fam, {gangsta"")",rebound,1
362,"Pandas(Index=362, LYRICS='yo drama!, it\'s a pleasure rockin wit\'chu my nigga, don\'t say we didn\'t warn ya, cause a lot of shit be happenin they\'d be like, nobody told us! where the fuck did they come from?""')",drama,1
363,"Pandas(Index=363, LYRICS=', and the winner is, street, d-d-d-damn!, this is a psa, nigga i\'m so fly, walk through and get searched by the tsa, this is me i say, i love mexican, i mean gucci, green and red stripe me down, i feel boosie, somebody wipe me down""')",tsa,1
364,"Pandas(Index=364, LYRICS=""], yea, go hard, today, the past is the past you know, can't worry the past cause that yes-sterday, it's a new day bro, ima put it on the line cause it's my time, my day, gotta do it now, hey hey hey heey, i gotta stay on my grind cause it's my time, my time, my time, if your with me let me hear you say, common, ma ma, ma ma, if your with me let me hear you say, ma ma, ma ma, it's my time, guess what time it is? my, my, my time, you can check your iphone, bet it say it's itime, i don't even need a watch, i don't even see a clock, soon as a i walk in, it feel like me o'clock, give me a clock, every time i check, singers don't measure up, and try and blame the pyrex, damn, ima do it bigger than a 5-ex, can't ride with an l, so i don't drive lex, games so bickery, so full of trickery, nursery, rhyming, hickory, dickory, blowing that side, the hood call it pickory, biggie, puffy, busta victory, go hard, today, can't worry the past, cause that yes-sterday, ima put it on tonight cause it's my time, hey hey hey heey, i gotta stay on my grind cause it's my time, my time, my time, if your with me let me hear you say, common, ma ma, ma ma, if your with me let me hear you say, ma ma, ma ma, it's my time, my time is more like fly time, don't call to get dressed, call it in a sky time, if you aint a pilot, you probly couldn't style it, unless you was a stewardess, you wonder what to do with this, first i take the time out, then i put the time in, money aint everything, it's more about the timing, so i got the water mark, flawless diamonds, in other words that's called perfect timing, i feel like a favour, i feel like a savour, they clock in my neck, i feel like im flavour, i go so hard, glow so god, dance, scream, oh now i know mine, it's been a few years, know ive seen bout time, you know ive got committed with the system up in the zone, sign the dotted liiiine, now is on, so ya'll better check your wrist piece, why? cause its time to make history, just hop in here, bullets history, howda, howda, howda hell you gonna evict me?, you know im here stay, never cocky now, with bottles we poppin now, no telling where we stopping now, and i represent the chick a g o, on the track with f a b o, you know we,"")",time,1
365,"Pandas(Index=365, LYRICS="", the block got my back, and my boys do too, and my baby momma tripping saying she need more loot, every block every hood, every ghetto got beef, gotta heater on my lap and another in the back, shit, how'm i supposed to cope with all this stress on me, errybody and their momma call the feds on me, i don't knew it, i'mma do it, i'mma do it, look i don't knew it i'mma do it, i'mma do it, i got money in my head but i'm riding in the, drop drop drop drop, yeaah, feeling just like jfk, in the city that little fly like jfk, sometimes la guardia, i ain't gonna lie to ya, if looks can kill then my style might bother ya, that's why i'm with nadia, i call my gun nadia, when she say hi to ya, ba-ba-bye to ya, make it sound like saudia, arabia, maybe ya haters ya, watch what he say to her, ya think, i can hold my head high or die or i can live and duck, my attitude is celibate, i don't give a fuck, the block got my back, and my boys do too, and my baby momma tripping saying she need more loot, every block every hood, every ghetto got beef, gotta heater on my lap and another in the back, shit, how'm i supposed to cope with all this stress on me, errybody and their momma call the feds on me, i don't knew it, i'mma do it, i'mma do it, look i don't knew it i'mma do it, i'mma do it, i got money in my head but i'm riding in the, drop drop drop drop, yaa, who are you to tell me how to conduct myself, why don't you practice safe sex and go fuck yourself, the rumor is that i'm a hazard to a suckers health, i coulda told you that, ya i coulda told you that, picture me, now i'm fly, where is them exposures at, right here, on my lap that's where my composure's at, i'm back like a gun cocked i'm so cool, that, if go to hell, all i'll need is my sunblock, nigga hold your head high and die, or live and duck, my attitude it celibate, i don't give a fuck, the block got my back, and my boys do too, and my baby momma tripping saying she need more loot, every block every hood, every ghetto got beef, gotta heater on my lap and another in the back, shit, how'm i supposed to cope with all this stress on me, errybody and their momma call the feds on me, i don't knew it, i'mma do it, i'mma do it, look i don't knew it i'mma do it, i'mma do it, i got money in my head but i'm riding in the, drop drop drop drop, i mean lets be honest, ya never liked a nigga, trying to lesbian this, so i kept the strap on, clap off clap on, lights out like flights out, you could be departed, never me who started, i lambo gallard it, i am vehically challenged, that means the car is retarded, but regardless, i'm tin man, heartless, no love hate son, looking for love get a show on vh1, nigga hold your head high and die, or live and duck, my attitude is virgin, still don't give a fuck, the block got my back, and my boys do too, and my baby momma tripping saying she need more loot, every block every hood, every ghetto got beef, gotta heater on my lap and another in the back, shit, how'm i supposed to cope with all this stress on me, errybody and their momma call the feds on me, i don't knew it, i'mma do it, i'mma do it, look i don't knew it i'mma do it, i'mma do it, i got money in my head but i'm riding in the, drop drop drop drop"")",momma,1
366,"Pandas(Index=366, LYRICS="", aye my nigga, do me a favor. if you happen to bump into the streets, can you please tell him i'm back?, i appreciate that, na nana na, nana nana na, well alright, okay, i've been gone, and away, for too long, a mistake, but right now, i feel awake, i'm feeling like i'm back, said i'm feeling like i'm back, said i'm feeling like i'm back, said i'm feeling like i'm back, hey hey hey hey, i take it in, i blow it out, on the courthouse steps after they throw it out, bentley waitin by the curb, i spurr it out, doors don't open they self, the chauffeur get out, my exhale made ayething a foggy blur, i make my way thru the reporters and photographers, i take my lady's hand, i shake my attorney's, slide in the back seat and let's begin this journey, told the driver hold off before we pushed out, i let my window down and out comes a kush cloud, any last words?, justice has been served, now back to the streets that's what the hustlers deserve, well alright, okay, i've been gone, and away, for too long, a mistake, but right now, i feel awake, i'm feeling like i'm back, said i'm feeling like i'm back, said i'm feeling like i'm back, said i'm feeling like i'm back, hey hey hey hey, i ain't lose a step, i ain't miss a beat, thugs have emotions, we miss the streets, we kiss the heat, we love the block, we rubberband the money, we black glove the glock, i'm screamin free at last, free at last, she used to send me pictures so i could see that ass, that's real talk, that's a real bitch, fly as i left, the minx still fit, they know my name but in case they didn't know so, appear in a casket courtesy of loso, so, you should have your shit packed, im'ma need ya to not be here when i get back, well alright, okay, i've been gone, and away, for too long, a mistake, but right now, i feel awake, i'm feeling like i'm back, said i'm feeling like i'm back, said i'm feeling like i'm back, said i'm feeling like i'm back, hey hey hey hey, aye daddy's home after a long day, i'm from the hood, i came a long way, but i ain't goin back, i'm just visitin, i hear the streets talkin, i'm just listenin, if they ain't talkin money, i'm out my business then, if dying what it is, then what is it then?, i'm out here grizzyin, swizzyin, it's me bitches, sittin in a phantom, got the streets back but i didn't pay the ransom, my father who fathered you treat you like my grandson, i came back for it like i left it nigga, you try me you get more than a efa f it nigga, well alright, okay, i've been gone, and away, for too long, a mistake, but right now, i feel awake, i'm feeling like i'm back, said i'm feeling like i'm back, said i'm feeling like i'm back, said i'm feeling like i'm back, na nana na, nana nana na"")",nigga,1
367,"Pandas(Index=367, LYRICS='same shit different day just riding through the city looking prettiest as usual, it\'s the same old thang got the name on the chain just to let them know who\'s who, and they know i\'ve over here so they come and find me right after they lose you, for you niggas in the way we can let the guns say excuse you""')",niggas,1
368,"Pandas(Index=368, LYRICS="", that's not love, that's not love, that's not love, snakes in the grass, so i stay on the pavement, survived the battle with animals and cavemen, and dead animals and dead men, i'm all in and my only friend is amen, keep your mouth closed, you wanna know why you die, the answer's right under your nose, exposed to the street, in the game i don't cheat, i just play my position, get mvp, i get money, don't shit come free, it's my life and i run it even when, keep my business in my pockets, don't wash with bleach, and i never show my hand, not even to me, see. say what's on your heart if you're real, cause the scars you can't see be the hardest to heal, and i used to chase money, now i have it brought, cause you can only chase something that you haven't caught, if there's a summertime in hell, it's not as hot, you empty clip niggas ain't got a shot, these diamonds on my neck are an eyesore, now you decide if their to die for, advice to my haters, do what i say now, report to the nearest roof and take the fast way down, thought it was love, how foolish of us, i do me, she do her, sometimes we do eachother, look, as the crooked world revolves, love spelt backwards is evol, and evil spelt backwards is live or live, and when death comes you better have lives to give, i spit that real talk like knives to ribs, and rats die ugly, die with kids, these niggas is snitching and still living, i hope my words are like razors to the bitches, niggas pretend like they actually in, but when it go down they fuck around and be them, that blood look familiar when it's leaking, if you scared, go see a deacon nigga, that ain't love, life is but a dream, ain't always what it seems, meanwhile get your cake red velvet butter cream, raise your glass and lets toast to when we didn't have, hustle plus muscle equal success, i did the math!, i see these haters in passing, yeah they 'round, i be on the way up, they be on the way down, now i can sit and talk shit like skip bayless, you looking for these shoes baby you can skip payless, lifestyle a-list, young black and famous, bunch of bad bitches in an ipod playlist, just another page in my success story, i make my worst enemies wish the best for me"")",love,1
369,"Pandas(Index=369, LYRICS="", leave you, i never mean to, i guess making sure that you good was my bad, i kinda thought you had the same feelings i had, and you helped sell it like a fly ad, but you was mackin at the house, ipad, not mad, but there's a few disappointments, let's just say that i canceled all the few appointments, i blew paper with you, not a joint bitch, i say bitch when i'm tryna make a point bitch, other times i call it how i see it, i won't give you the title if you don't know how to be it, which proves, i love it when the shits smooth, but show yo ass to yo nikka that's a bitch move, i'ma ride but what are you about yo, you gon pull a trey and say let me out though, never saw it coming, what a cheap shot, your strongest enemies the one who know ya weak spot, leave you, i never mean to, i kinda wonder if i cross ya mind, maybe you my ex cause you crossed the line, maybe you just never saw the crossing signs, cause the hand up means don't walk, we don't talk, and somewhere there's a disconnection, you take it the wrong way so much misdirection, baby what it is, tell me what it does, this is what it is, fuck what it was, but it was good while it lasted, but when its dead let it go, put it in a casket, and don't dig it back up, got my swagga back up, i pick up to call you then i hang it back up, yeah, and imma get back to 'em, to know a backstabber, you gotta turn ya back to 'em, well maybe its just me and i'm going crazy, but let me ask you this, where you going baby?, leave you, i never mean to"")",leave,1
370,"Pandas(Index=370, LYRICS=""shawty you autumn time cool, but they don't see your beauty fuck all them blind fools, body so mean that its border line cruel, work 8 to 3, then from 4 to 9 school, dominican girl who knows more than mangu, she say lets stay in the room and order dom cruz, it sounds like a plan, 'cause girl once i got you by your limbs, that guy who spot you at the gym cant put it down like i can, i wanna take you places further than where your feet walk, why scream when your voice is better for sweet talk, a little accent, cute ass lisp, first a toast is said then a flute glass kiss, i like it when you whip yo hair, but that's willow fault, i speak body language, fuck pillow talk, we can wake up 'round noon on a saturday, and make a fuckin movie, now that's a matinee, but on the weekdays i wanna be yo' wake up call, kiss yo' face before you put that make up all over it, you go from gettin' ready at the bathroom sink to gettin' bent over it, then its over with, now you rushin' to work, ipod touchin' yo purse, i'ma let you go but not without touchin' it first, when you think 'bout it later you blush and you smirk, your co-workers thinkin' you got a crush on the clerk, you always talk about yo boss, about how much of a jerk he is, but tell me baby does he touch you and flirt?, 'cause that's how such and such get hurt, and lame ass niggas start bringin' crutches to work, i know you got it girl, i trust in your work, ladies is pimps too, go 'head brush off the dirt, i be here when you get off with dutches and purp, i want you after dinner, your such a dessert, the night is lookin' sweet the only thing i'm tryna bite is yo physique, and in most cases with you, only thing i wanna fight is gettin sleep 'cause i eat and go to sleep, you know i is in the sheets, niceeeee, don't touch it, let my eyes do the undressin', play usher and take ya back to confessions, i wanna crush ya' nevermind the tongue wrestlin', wont rush ya, one question, can i hit it in the mornin', can i hit it in the mornin', can i hit it in the mornin', sun risin' while you yawnin', shawty, can i hit it in the mornin', shawty, can i hit it in the mornin', shawty, can i hit it in the mornin', shawty sun risin' while you yawnin'"")",shawty,1
371,"Pandas(Index=371, LYRICS="", damn ma, i love you like a lie, i get a rush from your touch, sort of like a high, i used to adore your presence but now i'm like goodbye, kept it a hundred with you.what give you the right to lie?, we in two different spaces, and you done turned gemini, completely changed faces, you wouldn't understand even if we trade places, you'll never find another me, face it!, my life ain't sweet, i don't know who told you that?, my shoes, might want to tiptoe in that, walk slow with that, i'm the same, ain't changed, but the hate where home is at, got me like damn, where my homies at?, fuck it, it's just me, can't hold me back, you just can't bite the hand that feeds you, especially when the hand's illegal, i got you cold, consider it a lesson learned, i'm guessing it was just my turn, to learn the hard way, you can't always trust the ones you love, oh yeah i think i remember you, yeah ahhh probably not, you look so familiar too. but you just wouldn't do this to me, i know you just wouldn't do this to me, not you, i'm sorry, i must have you confused, you got to take the good with the bad, love what you got, remember what you had, always forgive but never forget, learn from mistakes, but never regret, i feel like it's coming it just ain't never done yet, you wanna take off, go head rev up the jet, ain't gotta act like our paths should had never met, let's be happy apart instead of together upset, i got the least out of something i put the most into, it's fucked up when assholes are who we toasting to, you remind me of somebody that i used to know, me and that other you, weren't introduced before, and i don't like that bitch, we go from belly, i don't like that shit, who's gonna fill your space, that's still a case, ben franks the only familiar face, get money, oh yeah i think i remember you, yeah ahhh probably not, you look so familiar too, but you just wouldn't do this to me, i know you just wouldn't do this to me, not you, i'm sorry i must have you confused, cause that can't be love, you took advantage of a good thing, and that ain't a good thing, take it how you want, i guess she forgot how i used to hold her, the nights she was goin through it, crying on my shoulder, and did a 360 it's like she got colder, i'm starting to regret all the things that i showed her, but i'm a rider, she used to be my roller, i guess the general just lost his best soldier, i thought i felt some type of bond and got close to her, she mean to me more, cuz ya boy a ghost to her, oh yeah i think i remember you, yeah mmm ahhh probably not, you look so familiar too, but you just wouldn't do this to me, i know you just wouldn't do this to me, not you, i'm sorry i must have you confused"")",gemini,1
372,"Pandas(Index=372, LYRICS="", sometimes i amaze sometimes i disappoint, sometimes i blow this paper like it's just a joint, sometimes i look at change like it's just some coins, like shaq at the line, you pro'ly missed the point, this perspective which angle you looking from, when you take a chance ever wonder who you took it from, i'm from brooklyn son got no problem taking nothing, so i figured i could take nothing and make it something, tell 'em faking ass niggas they won't make it frontin', tell 'em girls lose they clothes and get the shaking something, purple weed gold bottles now let's laker something, cause y'all don't really y'all don't really y'all don't really hear me though, smoking on loud, swagger to the max, bad bitches holla, i just holla back, my money talks i ain't even gotta tell 'em, even when i talk low don't it sound like i'm yelling, y'all don't really y'all don't really y'all don't really hear me though, y'all don't really y'all don't really y'all don't really hear me though, y'all don't really y'all don't really y'all don't really, might be how i'm feeling mixed with what i'm drinking, got me on some shit that might be what the stink is, you might just be cool it might be what you thinking, it might be something in the eye but to me she winking, listen before your dumb ass say some stupid shit, i have my dog laying on your house on some snoopy shit, ball player swag that's with out the hoop and shit, two chicks that hanging with mr cooper shit, eat with me if you hungry dawg, but then again high loyal is a hungry dawg, that's saying hunger make your dog eat you alive, you either starve to death or you eat to survive, smoking on loud, swagger to the max, bad bitches holla, i just holla back, my money talks i ain't even gotta tell 'em, even when i talk low don't it sound like i'm yelling, y'all don't really y'all don't really y'all don't really hear me though, y'all don't really y'all don't really y'all don't really hear me though, y'all don't really y'all don't really y'all don't really, shakedown on sleep, i'm getting to the money, the way i'm counting sheep, i be counting money, live from the roof, empire state, finna burn this bitch down, find the next fire escape, i'm high so nothing ain't farfetched, out in houston with my rocket no marques, fuck with that street fan, fuck with that loso, come to your city spend some tickets at the go-go, giving back to the hood be what i call it, smoke grand daddy kush, i'm in orbit, if they ain't with the family they weirdos, smoking on loud, swagger to the max, bad bitches holla, i just holla back, my money talks i ain't even gotta tell 'em, even when i talk low don't it sound like i'm yelling, y'all don't really y'all don't really y'all don't really hear me though, y'all don't really y'all don't really y'all don't really hear me though, y'all don't really y'all don't really y'all don't really"")",niggas,1
373,"Pandas(Index=373, LYRICS='you, y\'all niggas better stop playin with me, y\'all know ya aint bout that life, soul tape""')",niggas,1
374,"Pandas(Index=374, LYRICS=""this is why they fuck with me: right after the head, i tell em i gotta leave cause i'm trying to stay sucker-free, they say i'm a dog, well that makes them a fucking flea, and now i understand why their ass is so stuck on me, luckily, i be feeling good in my bucket seats, thug motivation: my coupe cost a buck 03, mind of a hockey player: you could suck a d, i'm a reach my goal and you ain't gon take this puck from me, coco loso in my stanley cup, you could say whatever, just don't bring the family up, who could fuck with me? everybody hand be up, but when we set the date, bet these niggas stand me up, i'm down to earth like gravity, but man we up, women get around me and they cannot keep their panties up, your boy drop jewels, you niggas should ante up, this is food for thought, you bitches fill the pantry up, as i get older, i be looking at what rap breeds: a bunch of tatted up niggas who can rap weed, and i ain't saying i'm exactly what rap needs, i'm just a swagged-out nigga in a rapide, with a 3-year old, that i'm trying to be here for, road to the riches, and my gift is my vehicle, and i ain't even talking about that aston martin, even though i bought that for my birthday, the lines i come up, they pass the margin, yeah, i write my best shit on my worst day, and that's the shit that gets you richer, turn a negative into a positive: get the picture?, people say i changed; it's not me, it's the money, it's the middle of the winter but they got me where it's sunny, and i'm not just being funny, i know no other way, let's just finish up this riesling and roll another j"")",thug,1
375,"Pandas(Index=375, LYRICS=', i wanna be your number 1 fan, but from the stage, know it\'s hard to see way up in the stands, i understand, but damn, wishing i could be that one man, but you juggle, way too many of them with one hand, i understand, but damn, yea, slow down baby, let me be your yellow light, the way we met was wrong, let me say hello right, you need a mellow night, a break from this ghetto life, the way i roll make them haters wanna yellow dice, she say what matters is that you keep them stilettos nice, and when you slap this ass, it shake like jello, right?, well alright, roll them cigarellos tight, i nicknamed her bape chicken and yellow rice, pretty brown skin, long blonde hair, and she know they talking but she never gon\' care, cause when you balling trash-talk is what you gon\' hear, i can\'t imagine what a fall upon lebron\'s ear, always been the girl that didn\'t have to wait in line, niggas buy her watches just for making time, fake say give it up"" never had to ask')",lebron,1
376,"Pandas(Index=376, LYRICS="", having nothin' was the worst, now it's the best of everything, they used to tell us no, now it's yes to everything, and i get high on the low, just the level things, the worst i look, probably the best you've ever seen, yeah, so fresh, and forever clean, produce sexy style, bein' fresh is everything, i sit yo ass down girl, sit that heavy thing, give me that sloppy head, and make a mess of everything, if they don't see that i'm a winner, then it's their loss, i say fuck niggas, then you won't hear, pause, we work hard all day, over here boss, so every night we go ball like hair loss, from the bottom, but we end up being top notch, thinkin' out the box where everybody hopscotch, everybody knows, how the story goes, friends turn into foes, seen it all before, guess i'll take the blame, cause you and me ain't the same, for what it's worth, nigga really can't complain, payback some motherfucker, i would hate to be ya, i'm back to lay ya flat like a quesadilla, crocodile, heard mase kick collectors items, fugitive, by the state, had to expedite him, i'm back to put the game on ramadan, like grated cheese, a six-deuce parmesan, compared to other captain, philly freck a day less, that's absolutely negative, like my aids test, i'm gettin' chauf, i'm in the back with a leisure, tell the driver go long, like a packer's receiver, i still got the most hoes, it's affirmative, every boss hotter then the furnace is, heard freck fuckin' with the chick? now he wanna, he search for 'em, then he cuff 'em, he's a bounty hunter, they make the ugly face when he raps, i'm back on that shit like a relapse"")",niggas,1
377,"Pandas(Index=377, LYRICS="", all my ladies killin em get your hands up, all my ladies killin em get them hands up, if you really killin' em keep them hands up, keep them hands up, up, get your hands up, all my ladies killin em get your hands up, and if you really killin' em keep them hands up, if you killin em, you be killin' 'em, girl you be killin' 'em, that girl bad, i mean badder than villian, i'm a let you know girl, that's how real i am, swagga on a hundred thousand trillion, girl i mean look at you, i'm not gon' judge, cause i woulda thrown the book at you, see a murder case every time i take a look at you, where the ladies who be killin em, when you put that over me, hard that i can see baby?, it's damn, girl look at you, girl you fly as fly can be, and nothing i can say baby, it's damn, look at her, girl you look incredible, flawless girl from head to toe, girl you killin em, ain't nobody touch you know, ooh girl you killin' em, girl you are, girl you be killin em, you be killin em, you be killin that, girl you be killin that, she do it with no hands and i be feelin' that, then she yellow tape anywhere she chillin' at, you need tear drops baby, killer tatts, from new york to cali, back down to florida, her shoes made by a foreigner, call the coroner, they should arrest you, at least isssue you a warrant for they way you be killin' em, ne-yo bring the chorus bru. all my ladies killin em get your hands up, all my ladies killin em get them hands up, if you really killin' em keep them hands up, keep them hands up, up, get your hands up, all my ladies killin em get your hands up, and if you really killin' em keep them hands up, if you killin em,"")",killin,1
378,"Pandas(Index=378, LYRICS='r.i.p to the competition, i heard that death come in 3s, i heard that death come in 3s, i heard that death come in 3s, the-the grill, the-the-the grill, the-the grill, the-the. the-the grill, the-the-the grill, the-the grill, the-the-the. i think by now that you and i know, and if you don\'t, the motto in my hood is do or die""')",die,1
379,"Pandas(Index=379, LYRICS="", tell me what you know about this, tell me what you know about that, tell me what you about risk, what you know about getting back, them niggas don't live what they rap, them boys ain't been in no trap, them niggas don't know about this, then boys don't know about that, ayy, you don't know 'bout it, you don't know 'bout it, tell me what you know 'bout that, you don't know nothing, you don't know nothing, you don't know nothing, tell me what you know 'bout that, hol' up, stop the shit, that's word to that red sign, don't think cause i'm laid up, i wont flatline your redline, my niggas tuck guns in, catch you slippin it's bedtime, gotta kill you by a certain time, now that's what i call a deadline, deadline, deadline, can't call it like a deadline, when they hit little homie up, i was in miami getting fed prime, got my bitch in the studio, she the best, superheadline, call her my little ghost rider, she help me come with them headlines, headlines, headlines, put your name in them headlines, niggas beefin thats cool, just give me mine with some red wine, shouts out to my big homie, when he left he said grind, my nigga move so much britney spears, they gave that boy kevin fed time, fed time, fed time, locked down all day, real nigga, by myself, kevin hart wit it all day, niiiice, whoever gon night night nigga, don't look at that white light nigga, i'm back on this dark shit, if you scared get a night light nigga, crutching all of these bitches, stuntin' on all of these niggas, fifty racks in my pocket, or on the way to go get it, northside yeah we poppin', now, is never scared of no nigga, catch me deep down in that jungle, with them lions, snakes and gorillas, i be ridin' round in 4 wheelers, drop tops and no ceilings, and i ain't talkin' bout tunechi bitch, ball hard but can't hoop for shit, thank god for this?, cause jail cells tuna fish, they locked me down in that hell hole, on state roll like a lunatic, tell me what you know about this, tell me what you know about that, tell me what you know about bricks, 32 racks i get you that stamped, them boys ain't totin' no straps, them boys ain't up in that trap, them niggas ain't bout that life, tell you 'bout that white and i'm like where it's at?, nigga,"")",rap,1
380,"Pandas(Index=380, LYRICS=""now i don't jerk off in public, but i been out doin my self, undisputed swag champ, that big h be my belt, fresh pair of them jordan 3's, all black givenci, that snapback wid dat snake skin, you niggas gotta see don c, muthafucka we rollin, some brown skin girls, n some beyonces, ball like this, you gon see, the kind of hate, lebron see, pop a band, throw a bill up, them strippers call me chauncey, look so cool, in my leather jacket, they should be callin me fonzi, but i ain't got my collar up, i just got my dollars up, big fish see little fish, n you little niggas get swallowed up, shouldn't of been in this shark tank, ain't my fault if i eat them, why would i wanna join them, when i always knew i could beat them, keep a foot on they neck, fresh pair of them weak timb's, ain't no love in hip hop, but still let you eat 'em, came for the competition, but there wasn't much around, i let youu kiss the ring but you'll never touch the crown, swag champ i got the belt, swag champ i got the belt, when its done come talk to me, you'll see i got the b, b is for them big boys wid da grown money, and bad bitches who ain't got to spend their own money, i said, swag champ i got the belt, swag champ i got the belt, when its done come talk to me, you'll see i got the b, b is for them big boys wid da grown money, and bad bitches who ain't got to spend their own money, now i ain't come here to be playing, showtime expect me out, that hotel, that newest shit, ya i see em tryna check me out, that new chain just came in, guess what, my neck be out, funny i be going innnn, everytime they let me out, ran thru that louie store, once i blow that, check me out, threw me 2 tees, felt like they was tryna take me out, no discrimination, i will still sweat your sexy out, like 'em wid dat keisha ass, but gotta have that becky mouth, rep my town but i'm hardly here, gotta go in when i party here, drinks so strong, i can barely lift em, weed so loud, i could hardly hear, love the way that track suit, lay on those shell toes, money talks, you ain't got it, convo, hell noo, stick to bein' you boy, stay on yo, velcro, hate to see yall been backwards, rondo, elbow, came for the competition but there wasn't much around, i let u kiss the ring, but you'll never touch the crown, swag champ i got the belt, swag champ i got the belt, when its done come talk to me, you'll see i got the b, b is for them big boys wid da grown money, and bad bitches who ain't got to spend their own money, i said, swag champ i got the belt, swag champ i got the belt, when its done come talk to me, you'll see i got the b, b is for them big boys wid da grown money, and bad bitches who ain't got to spend their own money"")",niggas,1
